City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bavly,RU,2021-05-21 16:45:21,54.393,53.2602,290.04,69,53,2.71
294,Pergamino,AR,2021-05-21 16:48:12,-33.89,-60.5736,285.88,90,100,3.58
295,Tuatapere,NZ,2021-05-21 16:48:33,-46.1333,167.6833,278.55,85,82,2.56
296,Aklavik,CA,2021-05-21 16:48:34,68.2191,-135.0107,284.61,43,20,3.6
297,Yulara,AU,2021-05-21 16:48:34,-25.2406,130.9889,286.06,44,0,3.09
298,Kamiiso,JP,2021-05-21 16:48:35,41.8167,140.65,284.8,98,100,3.32
299,Singaraja,ID,2021-05-21 16:48:35,-8.112,115.0882,299.28,81,83,2.12
300,Saint George,US,2021-05-21 16:45:18,37.1041,-113.5841,295.41,17,1,3.58
301,Vrangel,RU,2021-05-21 16:48:37,42.7297,133.0839,284.06,81,99,1.07
302,De Land,US,2021-05-21 16:44:27,29.0283,-81.3031,302.72,57,90,8.23
303,Marathon,US,2021-05-21 16:48:37,44.9,-89.7668,293.89,92,90,0.45
304,Novocheboksarsk,RU,2021-05-21 16:48:38,56.111,47.4776,292.46,59,40,6.0
305,Marabba,SD,2021-05-21 16:48:39,12.35,32.1833,311.07,10,85,0.09
306,Vao,NC,2021-05-21 16:48:39,-22.6667,167.4833,295.14,70,62,8.05
307,Midland,US,2021-05-21 16:48:40,31.9974,-102.0779,300.64,61,1,9.77
308,Mandalgovi,MN,2021-05-21 16:48:40,45.7625,106.2708,287.42,23,82,7.21
309,Trincomalee,LK,2021-05-21 16:47:10,8.5711,81.2335,301.31,77,98,8.48
310,Mustasaari,FI,2021-05-21 16:48:41,63.1142,21.6822,276.67,93,90,8.23
311,Krasnyy Kut,RU,2021-05-21 16:48:41,50.95,46.9667,296.23,42,100,6.81
312,Aban,RU,2021-05-21 16:48:42,56.67,96.06,276.64,79,56,1.74
313,Mongo,TD,2021-05-21 16:48:43,12.1844,18.693,307.86,29,89,2.12
314,Carmarthen,GB,2021-05-21 16:48:43,51.8555,-4.3054,284.11,95,75,6.33
315,Launceston,AU,2021-05-21 16:48:44,-41.45,147.1667,281.95,93,90,1.59
316,Vardo,NO,2021-05-21 16:48:44,70.3705,31.1107,275.01,93,90,6.69
317,Omboue,GA,2021-05-21 16:48:45,-1.5746,9.2618,298.99,89,94,3.85
318,Ust-Barguzin,RU,2021-05-21 16:48:45,53.45,108.9833,273.87,96,100,0.56
319,Senador Jose Porfirio,BR,2021-05-21 16:48:46,-2.5908,-51.9542,300.61,85,31,0.98
320,Amapa,BR,2021-05-21 16:48:46,1.0,-52.0,299.69,92,56,1.56
321,Rundu,NA,2021-05-21 16:49:47,-17.9333,19.7667,293.38,27,0,2.57
322,Ahuimanu,US,2021-05-21 16:49:47,21.4447,-157.8378,296.4,64,20,4.12
323,Yaring,TH,2021-05-21 16:49:48,6.8662,101.3689,299.28,83,100,3.58
324,Aragats,AM,2021-05-21 16:49:49,40.4889,44.3528,294.91,47,25,2.5
325,Rawson,AR,2021-05-21 16:49:49,-43.3002,-65.1023,285.83,83,100,3.1
326,Abha,SA,2021-05-21 16:49:50,18.2164,42.5053,298.05,39,20,1.77
327,Meulaboh,ID,2021-05-21 16:49:50,4.1363,96.1285,299.15,83,100,1.14
328,Yangambi,CD,2021-05-21 16:49:51,0.8102,24.4336,299.92,69,83,0.02
329,Mahon,ES,2021-05-21 16:49:51,39.8885,4.2658,293.46,60,0,6.17
330,The Valley,AI,2021-05-21 16:49:52,18.217,-63.0578,304.07,71,65,6.8
331,Ilulissat,GL,2021-05-21 16:49:53,69.2167,-51.1,274.16,75,75,5.14
332,Mendi,PG,2021-05-21 16:49:53,-6.1761,143.6513,285.92,99,99,0.43
333,Eidsvag,NO,2021-05-21 16:49:54,62.7767,8.0668,287.18,69,92,1.5
334,Sokna,NO,2021-05-21 16:49:55,60.24,9.9235,288.99,53,69,2.79
335,Chernyshevskiy,RU,2021-05-21 16:49:55,63.0128,112.4714,276.26,52,83,2.34
336,Sukhobuzimskoye,RU,2021-05-21 16:49:56,56.5,93.2728,277.95,65,46,2.39
337,Vila Franca Do Campo,PT,2021-05-21 16:49:56,37.7167,-25.4333,290.38,59,100,4.16
338,Dongli,CN,2021-05-21 16:49:57,23.5656,116.8194,302.14,85,20,2.78
339,Harihar,IN,2021-05-21 16:49:58,14.5167,75.8,297.51,81,53,5.74
340,Naze,JP,2021-05-21 16:49:58,28.3667,129.4833,293.27,87,100,2.47
341,Presidencia Roque Saenz Pena,AR,2021-05-21 16:49:59,-26.7852,-60.4388,300.54,61,50,6.48
342,Bandundu,CD,2021-05-21 16:49:59,-3.3167,17.3667,301.28,59,56,1.37
343,Jinchang,CN,2021-05-21 16:50:00,38.4953,102.1739,288.39,40,100,8.08
344,Millinocket,US,2021-05-21 16:50:01,45.6573,-68.7098,299.49,56,1,3.09
345,Madawaska,US,2021-05-21 16:50:01,47.3561,-68.3288,301.75,44,20,2.06
346,Roald,NO,2021-05-21 16:50:02,62.5833,6.1333,287.68,71,20,7.2
347,Krasnoye,UA,2021-05-21 16:50:08,49.9145,24.6134,291.79,75,53,3.52
348,Palmerston,AU,2021-05-21 16:50:09,-12.486,130.9833,298.14,59,26,2.63
349,Faanui,PF,2021-05-21 16:50:09,-16.4833,-151.75,300.78,72,30,6.19
350,Sur,OM,2021-05-21 16:50:10,22.5667,59.5289,306.69,45,2,2.61
351,Laguna,US,2021-05-21 16:49:00,38.421,-121.4238,292.65,38,1,3.58
352,Lorengau,PG,2021-05-21 16:50:11,-2.0226,147.2712,299.88,79,77,1.91
353,Ust-Tsilma,RU,2021-05-21 16:50:11,65.441,52.1498,295.02,52,23,4.09
354,Itamaraca,BR,2021-05-21 16:50:12,-7.7478,-34.8256,302.53,62,25,4.23
355,Booue,GA,2021-05-21 16:50:12,-0.0921,11.9385,297.96,94,94,0.87
356,Rorvik,NO,2021-05-21 16:50:13,64.8621,11.2373,286.21,58,0,6.17
357,Gigmoto,PH,2021-05-21 16:50:13,13.7796,124.39,299.93,84,16,2.34
358,Neiafu,TO,2021-05-21 16:50:14,-18.65,-173.9833,299.53,94,75,4.12
359,Kudahuvadhoo,MV,2021-05-21 16:50:14,2.6708,72.8944,302.4,71,20,5.52
360,Grand Gaube,MU,2021-05-21 16:50:15,-20.0064,57.6608,296.37,69,77,2.24
361,Port Hedland,AU,2021-05-21 16:50:16,-20.3167,118.5667,292.18,48,0,3.6
362,Shumskiy,RU,2021-05-21 16:50:16,54.8318,99.1328,274.59,67,64,2.0
363,Nusaybin,TR,2021-05-21 16:50:17,37.0778,41.2178,305.51,12,1,2.82
364,Saint Anthony,US,2021-05-21 16:50:18,45.0205,-93.218,297.23,92,75,0.89
365,Coihaique,CL,2021-05-21 16:51:18,-45.5752,-72.0662,279.49,93,90,0.0
366,Luanda,AO,2021-05-21 16:51:19,-8.8368,13.2343,300.15,78,20,4.12
367,Novobirilyussy,RU,2021-05-21 16:51:20,56.9514,90.6661,277.86,65,100,2.03
368,Nowogard,PL,2021-05-21 16:50:52,53.6744,15.1163,289.48,78,40,5.27
369,Ayan,RU,2021-05-21 16:51:21,56.45,138.1667,274.19,85,99,3.76
370,Coahuayana,MX,2021-05-21 16:51:21,18.7333,-103.6833,304.9,31,9,3.06
371,Yulin,CN,2021-05-21 16:51:22,22.6333,110.15,299.8,92,99,5.39
372,Wilmington,US,2021-05-21 16:50:34,34.2257,-77.9447,301.45,54,20,4.63
373,Lerwick,GB,2021-05-21 16:51:23,60.1545,-1.1494,281.15,61,100,7.74
374,Regina,CA,2021-05-21 16:50:12,50.4501,-104.6178,275.95,92,90,6.69
375,Calais,FR,2021-05-21 16:49:07,50.9167,1.8333,288.71,74,2,16.23
376,Grimstad,NO,2021-05-21 16:51:25,58.3405,8.5934,283.58,93,98,5.47
377,Manta,EC,2021-05-21 16:51:25,-0.95,-80.7333,299.03,78,75,7.2
378,Road Town,VG,2021-05-21 16:49:56,18.4167,-64.6167,303.26,66,20,5.14
379,Sioux Lookout,CA,2021-05-21 16:49:54,50.1001,-91.917,287.36,94,90,3.09
380,Balgazyn,RU,2021-05-21 16:51:27,51.0,95.2,271.07,90,99,1.69
381,Tiarei,PF,2021-05-21 16:51:27,-17.5333,-149.3333,297.16,73,28,5.6
382,Trairi,BR,2021-05-21 16:49:27,-3.2778,-39.2689,302.89,63,32,5.16
383,Newcastle,AU,2021-05-21 16:51:28,-32.9272,151.7765,287.43,81,22,2.24
384,High Rock,BS,2021-05-21 16:51:29,26.6208,-78.2833,299.16,59,20,9.87
385,Mbandaka,CD,2021-05-21 16:51:29,0.0487,18.2603,299.85,72,56,1.58
386,Albanel,CA,2021-05-21 16:51:30,48.8832,-72.4487,296.14,73,100,2.57
387,Promyshlennyy,RU,2021-05-21 16:51:30,67.5833,63.9167,287.43,79,11,3.24
388,Tual,ID,2021-05-21 16:51:31,-5.6667,132.75,300.88,81,78,8.35
389,Tiznit,MA,2021-05-21 16:51:31,29.5833,-9.5,307.79,17,47,4.1
390,Eston,CA,2021-05-21 16:51:32,51.1501,-108.7514,276.22,69,100,4.13
391,Pedasi,PA,2021-05-21 16:51:32,7.5333,-80.0333,301.17,66,65,3.41
392,Narino,CO,2021-05-21 16:51:33,5.6089,-75.1766,299.49,61,39,2.02
393,Tumen,CN,2021-05-21 16:51:33,42.9661,129.8425,285.79,76,89,0.98
394,Jalu,LY,2021-05-21 16:51:34,29.0331,21.5482,305.16,18,3,6.05
395,Noumea,NC,2021-05-21 16:46:45,-22.2763,166.4572,295.93,99,63,5.04
396,Boyolangu,ID,2021-05-21 16:51:35,-8.1181,111.8935,297.25,93,55,1.26
397,Huarmey,PE,2021-05-21 16:51:35,-10.0681,-78.1522,294.48,69,10,5.65
398,Turan,VN,2021-05-21 16:49:01,16.0678,108.2208,303.18,79,20,0.0
399,Nouakchott,MR,2021-05-21 16:48:55,18.0858,-15.9785,295.11,80,22,6.13
400,Hervey Bay,AU,2021-05-21 16:51:37,-25.2986,152.8535,289.84,72,53,6.68
401,Karasjok,NO,2021-05-21 16:51:37,69.4719,25.5112,276.21,89,100,7.76
402,Geraldton,AU,2021-05-21 16:51:38,-28.7667,114.6,287.38,79,100,4.19
403,Nanakuli,US,2021-05-21 16:51:38,21.3906,-158.1547,296.54,70,1,5.62
404,Aktau,KZ,2021-05-21 16:51:39,43.65,51.2,298.47,44,0,4.7
405,Alekseyevka,RU,2021-05-21 16:49:17,50.6309,38.6903,286.01,88,100,4.56
406,Mahebourg,MU,2021-05-21 16:51:40,-20.4081,57.7,296.31,64,75,7.72
407,Kassala,SD,2021-05-21 16:51:40,15.451,36.4,311.4,8,62,4.13
408,Makakilo City,US,2021-05-21 16:51:41,21.3469,-158.0858,295.75,73,1,2.57
409,Winslow,US,2021-05-21 16:51:41,35.0242,-110.6974,291.25,39,75,14.92
410,Swellendam,ZA,2021-05-21 16:51:42,-34.0226,20.4417,285.36,78,95,1.03
411,Strezhevoy,RU,2021-05-21 16:52:42,60.7333,77.5889,285.14,91,97,3.75
412,Fairburn,US,2021-05-21 16:51:58,33.5671,-84.581,301.42,37,75,4.64
413,Osorno,CL,2021-05-21 16:52:43,-40.5667,-73.15,284.32,82,75,4.63
414,Ati,TD,2021-05-21 16:52:44,13.2154,18.3353,310.61,22,75,2.82
415,Valparaiso,CL,2021-05-21 16:50:05,-33.0393,-71.6273,289.95,58,20,0.0
416,Torit,SS,2021-05-21 16:52:45,4.4133,32.5678,297.41,80,90,3.31
417,Port Lincoln,AU,2021-05-21 16:52:45,-34.7333,135.8667,288.65,46,6,2.94
418,Hambantota,LK,2021-05-21 16:52:46,6.1241,81.1185,300.06,83,100,6.0
419,Ewo,CG,2021-05-21 16:52:46,-0.8725,14.8206,296.55,93,99,1.88
420,Myitkyina,MM,2021-05-21 16:52:47,25.3833,97.4,297.85,91,44,1.28
421,Sibolga,ID,2021-05-21 16:52:48,1.7427,98.7792,298.46,89,98,1.64
422,Les Cayes,HT,2021-05-21 16:52:48,18.2,-73.75,303.78,54,95,5.79
423,Mwense,ZM,2021-05-21 16:52:49,-10.3845,28.698,293.22,52,21,2.31
424,Ondjiva,AO,2021-05-21 16:52:49,-17.0667,15.7333,295.52,25,0,2.07
425,Laiya,PH,2021-05-21 16:52:50,13.675,121.3903,299.31,92,24,1.02
426,Chuguyevka,RU,2021-05-21 16:52:50,44.1653,133.8633,284.46,65,100,1.37
427,Basco,PH,2021-05-21 16:52:51,20.4487,121.9702,301.47,84,32,5.42
428,Smithers,CA,2021-05-21 16:52:51,54.7804,-127.1743,282.33,66,20,1.54
429,Chabahar,IR,2021-05-21 16:52:52,25.2919,60.643,304.18,67,2,3.0
430,Christiana,ZA,2021-05-21 16:52:53,-27.914,25.1611,284.71,39,80,3.2
431,Batagay,RU,2021-05-21 16:52:53,67.6333,134.6333,273.18,75,100,2.37
432,Hasaki,JP,2021-05-21 16:52:54,35.7333,140.8333,293.81,86,100,12.39
433,Ketchikan,US,2021-05-21 16:52:54,55.3422,-131.6461,284.49,66,100,2.13
434,Coquimbo,CL,2021-05-21 16:52:55,-29.9533,-71.3436,292.0,64,20,4.3
435,Vilyuysk,RU,2021-05-21 16:52:55,63.7553,121.6247,274.5,84,64,1.67
436,Kpandae,GH,2021-05-21 16:52:56,8.4689,-0.0113,307.98,38,99,3.64
437,Lata,PT,2021-05-21 16:52:56,40.1629,-8.3327,293.73,64,98,4.8
438,Palmer,US,2021-05-21 16:52:57,42.1584,-72.3287,301.18,35,20,0.89
439,Kurumkan,RU,2021-05-21 16:52:57,54.3,110.3,275.66,92,100,1.12
440,Bacolod,PH,2021-05-21 16:52:58,10.6667,122.95,299.05,87,99,0.43
441,Qaqortoq,GL,2021-05-21 16:52:59,60.7167,-46.0333,274.2,85,100,13.9
442,Langres,FR,2021-05-21 16:52:59,47.8333,5.3333,285.74,82,100,6.31
443,Sakakah,SA,2021-05-21 16:53:00,29.9697,40.2064,312.91,6,0,3.21
444,Balingasay,PH,2021-05-21 16:53:00,16.3573,119.8564,301.7,76,94,1.25
445,Pagudpud,PH,2021-05-21 16:53:01,18.5616,120.7868,300.47,83,66,1.02
446,Kenai,US,2021-05-21 16:53:01,60.5544,-151.2583,282.61,69,90,2.41
447,Ixtapa,MX,2021-05-21 16:53:02,20.7,-105.2,301.05,68,100,1.79
448,Olafsvik,IS,2021-05-21 16:53:02,64.8945,-23.7142,278.7,42,0,3.32
449,Suna,RU,2021-05-21 16:53:03,57.8338,50.0588,288.17,83,35,3.93
450,Dalian,CN,2021-05-21 16:53:03,38.9122,121.6022,291.11,72,0,2.0
451,Sapernoye,RU,2021-05-21 16:53:04,60.7167,29.9505,284.37,82,89,5.36
452,Persan,FR,2021-05-21 16:53:04,49.15,2.2667,290.53,70,20,8.14
453,Kahului,US,2021-05-21 16:53:05,20.8947,-156.47,296.95,83,40,6.17
454,Guarapari,BR,2021-05-21 16:53:05,-20.6667,-40.4975,302.09,66,29,2.13
455,Tete,MZ,2021-05-21 16:53:06,-16.1564,33.5867,311.2,20,20,1.03
456,Farsund,NO,2021-05-21 16:53:07,58.0948,6.8047,285.4,86,68,7.51
457,Corrente,BR,2021-05-21 16:53:07,-3.7367,-43.3394,305.91,48,63,1.92
458,Umm Lajj,SA,2021-05-21 16:53:08,25.0213,37.2685,303.27,58,72,3.52
459,Chandrakona,IN,2021-05-21 16:53:08,22.7333,87.5167,302.92,70,54,6.34
460,Klaksvik,FO,2021-05-21 16:54:09,62.2266,-6.589,277.66,85,99,9.05
461,Roma,US,2021-05-21 16:54:03,43.2128,-75.4557,303.05,65,97,1.92
462,Pandamatenga,BW,2021-05-21 16:54:10,-18.5278,25.627,291.96,33,0,1.0
463,Jinxi,CN,2021-05-21 16:54:10,30.4323,116.2922,290.93,90,100,1.37
464,Tupik,RU,2021-05-21 16:54:11,54.4253,119.9327,268.72,97,100,1.65
465,Salasu De Sus,RO,2021-05-21 16:54:11,45.5167,22.95,287.04,75,57,0.84
466,West Wendover,US,2021-05-21 16:51:32,40.7391,-114.0733,283.71,50,1,3.6
467,Trindade,BR,2021-05-21 16:54:12,-16.6494,-49.4889,303.01,27,7,2.37
468,Hami,CN,2021-05-21 16:54:13,42.8,93.45,288.07,14,88,9.39
469,Tsaratanana,MG,2021-05-21 16:54:13,-16.7833,47.65,292.52,72,0,4.83
470,Bilibino,RU,2021-05-21 16:54:14,68.0546,166.4372,272.57,98,100,0.53
471,Gizo,SB,2021-05-21 16:54:14,-8.103,156.8419,300.95,77,84,2.93
472,Isla Vista,US,2021-05-21 16:54:15,34.4133,-119.861,294.08,54,2,2.68
473,Imeni Zhelyabova,RU,2021-05-21 16:54:15,58.9544,36.5956,284.36,79,55,2.29
474,Partapur,IN,2021-05-21 16:54:16,23.6,74.1667,306.14,33,0,5.95
475,Timmins,CA,2021-05-21 16:54:16,48.4669,-81.3331,300.05,43,90,6.27
476,Shitanjing,CN,2021-05-21 16:54:17,39.2342,106.3439,293.39,25,59,1.54
477,Najran,SA,2021-05-21 16:54:17,17.4924,44.1277,305.51,14,3,3.32
478,Sydney,AU,2021-05-21 16:52:35,-33.8679,151.2073,284.59,89,0,0.45
479,Saint-Joseph,RE,2021-05-21 16:54:18,-21.3667,55.6167,295.35,74,48,7.24
480,Maragogi,BR,2021-05-21 16:53:43,-9.0122,-35.2225,300.78,70,32,4.21
481,Norton,ZW,2021-05-21 16:54:19,-17.8833,30.7,282.09,40,1,1.01
482,Sao Joao Da Barra,BR,2021-05-21 16:54:20,-21.6403,-41.0511,302.2,67,45,3.25
483,Praia Da Vitoria,PT,2021-05-21 16:54:20,38.7333,-27.0667,291.35,59,20,5.22
484,Bhunya,SZ,2021-05-21 16:54:21,-26.55,31.0167,285.95,83,14,1.83
485,Kieta,PG,2021-05-21 16:54:21,-6.2167,155.6333,299.01,84,71,1.27
486,Lang Son,VN,2021-05-21 16:54:22,21.8333,106.7333,298.52,90,80,1.99
487,Pangkalanbuun,ID,2021-05-21 16:54:22,-2.6833,111.6167,297.06,97,88,1.16
488,Sept-Iles,CA,2021-05-21 16:54:23,50.2001,-66.3821,289.44,67,75,0.45
489,Progreso,MX,2021-05-21 16:54:23,21.2833,-89.6667,304.21,63,93,3.52
490,Ambovombe,MG,2021-05-21 16:54:24,-25.1667,46.0833,293.74,62,59,3.53
491,Wajir,KE,2021-05-21 16:54:24,1.7471,40.0573,304.13,48,0,2.06
492,Klyavlino,RU,2021-05-21 16:54:25,54.2649,52.0267,289.93,72,52,2.59
493,Bull Savanna,JM,2021-05-21 16:54:25,17.8868,-77.5902,302.72,53,100,8.1
494,Charters Towers,AU,2021-05-21 16:54:26,-20.1,146.2667,288.46,78,62,3.92
495,Sibu,MY,2021-05-21 16:50:17,2.3,111.8167,299.32,94,40,0.45
496,Dondo,MZ,2021-05-21 16:54:27,-19.6094,34.7431,297.88,80,1,3.56
497,Kuna,US,2021-05-21 16:50:34,43.4918,-116.4201,284.86,67,1,0.89
498,Mount Gambier,AU,2021-05-21 16:54:28,-37.8333,140.7667,283.1,76,1,4.63
499,Nagato,JP,2021-05-21 16:54:28,34.3833,131.2,291.1,86,65,5.36
500,Viedma,AR,2021-05-21 16:54:29,-40.8135,-62.9967,284.64,83,100,2.78
501,Tak,TH,2021-05-21 16:54:29,16.5833,98.8333,294.57,96,68,1.37
502,Los Llanos De Aridane,ES,2021-05-21 16:54:30,28.6585,-17.9182,296.01,60,0,8.4
503,Belaya Gora,RU,2021-05-21 16:54:30,68.5333,146.4167,273.03,75,75,2.48
504,Poum,NC,2021-05-21 16:54:31,-20.2333,164.0167,296.52,61,1,8.45
505,Sao Gabriel Da Cachoeira,BR,2021-05-21 16:54:32,-0.1303,-67.0892,303.04,61,40,1.32
506,Komsomolskiy,UZ,2021-05-21 16:54:32,40.4272,71.7189,296.55,25,85,3.09
507,Zeya,RU,2021-05-21 16:54:33,53.75,127.2667,279.68,91,100,1.68
508,Garcia,MX,2021-05-21 16:54:33,25.8167,-100.5833,303.66,41,1,3.21
509,Auki,SB,2021-05-21 16:54:34,-8.7676,160.7034,298.07,88,90,1.42
510,Shubarshi,KZ,2021-05-21 16:55:34,48.5872,57.1869,295.25,40,45,3.37
511,Yamada,JP,2021-05-21 16:55:35,39.4667,141.95,286.62,99,100,3.16
512,Togur,RU,2021-05-21 16:55:35,58.3631,82.8265,279.5,93,100,2.68
513,Porto Walter,BR,2021-05-21 16:55:36,-8.2686,-72.7439,300.43,83,97,0.93
514,Ormond Beach,US,2021-05-21 16:55:36,29.2858,-81.0559,302.14,67,75,5.14
515,Khilok,RU,2021-05-21 16:55:37,51.3674,110.4676,275.73,95,100,1.33
516,Dunedin,NZ,2021-05-21 16:53:36,-45.8742,170.5036,280.82,63,15,0.89
517,Luunja,EE,2021-05-21 16:55:38,58.3558,26.8808,286.16,70,40,5.49
518,Salekhard,RU,2021-05-21 16:55:38,66.53,66.6019,294.77,49,38,3.64
519,Cockburn Town,TC,2021-05-21 16:55:39,21.4612,-71.1419,299.13,69,75,7.2
520,Jiujiang,CN,2021-05-21 16:55:39,29.7333,115.9833,290.76,91,100,0.83
521,Moissala,TD,2021-05-21 16:55:40,8.3404,17.7663,300.28,63,63,2.79
522,Darnah,LY,2021-05-21 16:55:40,32.767,22.6367,292.14,67,4,8.47
523,Moscow,RU,2021-05-21 16:50:44,55.7522,37.6156,288.44,61,82,1.96
524,Peniche,PT,2021-05-21 16:55:41,39.3558,-9.3811,295.24,74,96,7.61
525,San Cristobal,VE,2021-05-21 16:55:42,7.7669,-72.225,301.25,50,86,3.84
526,Camana,PE,2021-05-21 16:55:43,-16.6228,-72.7111,293.07,76,34,6.53
527,Avera,US,2021-05-21 16:55:44,33.194,-82.5271,302.56,37,57,4.48
528,Ellensburg,US,2021-05-21 16:51:55,46.9965,-120.5479,289.4,58,1,4.47
529,Grand Island,US,2021-05-21 16:55:44,40.925,-98.342,293.03,71,97,9.34
530,Salme,NP,2021-05-21 16:55:45,28.0369,85.0942,292.31,84,45,1.46
531,Vostok,RU,2021-05-21 16:55:46,46.4856,135.8833,283.88,83,97,1.57
532,Paraje Nuevo,MX,2021-05-21 16:55:46,18.8708,-96.8667,302.17,54,12,2.11
533,Azul,AR,2021-05-21 16:55:47,-36.777,-59.8585,285.85,91,100,2.97
534,Inverell,AU,2021-05-21 16:55:48,-29.7833,151.1167,282.13,81,2,0.89
535,Latung,PH,2021-05-21 16:55:48,5.5,120.8833,301.46,78,99,7.5
536,Magangue,CO,2021-05-21 16:55:49,9.242,-74.7547,304.8,65,100,2.66
537,Balkanabat,TM,2021-05-21 16:55:50,39.5108,54.3671,307.91,17,0,3.69
538,Chaparral,CO,2021-05-21 16:55:50,3.7232,-75.4832,301.9,59,21,2.19
539,Maniitsoq,GL,2021-05-21 16:55:51,65.4167,-52.9,276.08,85,100,8.53
540,Yaan,NG,2021-05-21 16:55:51,7.3833,8.5667,304.99,51,58,4.44
541,Puerto Escondido,MX,2021-05-21 16:55:52,15.85,-97.0667,304.59,55,0,2.63
542,Majene,ID,2021-05-21 16:55:53,-3.5403,118.9707,299.4,86,100,1.07
543,Athabasca,CA,2021-05-21 16:55:53,54.7169,-113.2854,280.61,54,50,1.94
544,Puerto Leguizamo,CO,2021-05-21 16:55:54,-0.1934,-74.7819,301.19,77,55,1.7
545,Kiama,AU,2021-05-21 16:54:16,-34.6833,150.8667,282.91,87,1,0.45
546,Sola,VU,2021-05-21 16:55:54,-13.8833,167.55,299.99,74,72,7.69
547,North Bend,US,2021-05-21 16:55:55,43.4065,-124.2243,287.58,81,90,1.54
548,Numan,NG,2021-05-21 16:55:56,9.4667,12.0333,308.62,38,29,1.91
549,Xuddur,SO,2021-05-21 16:55:56,4.1213,43.8894,301.25,50,100,6.71
550,Prince Rupert,CA,2021-05-21 16:55:57,54.3161,-130.3201,282.98,93,1,1.03
551,Yumen,CN,2021-05-21 16:55:57,40.2833,97.2,286.02,50,100,3.94
552,Aasiaat,GL,2021-05-21 16:55:58,68.7098,-52.8699,273.69,76,100,6.21
553,Likasi,CD,2021-05-21 16:55:08,-10.9814,26.7333,290.14,59,10,0.76
554,Rocha,UY,2021-05-21 16:56:59,-34.4833,-54.3333,290.47,72,100,7.36
555,Gravelbourg,CA,2021-05-21 16:56:59,49.8834,-106.5512,273.3,94,100,6.57
